total_claim_charge_amount,units_sum_quantity,days_taken_for_claim_filing,patient_age,units_mean_quantity,count_of_lineitems,units_median_quantity,LOS,count_of_total_dx_codes,count_of_OccurrenceInformation,days_mean_quantity,count_of_ExternalCauseOfInjury_HI,count_of_holidays,noise
0.01588783746173117,-0.00591427776231559,0.018579181742276674,0.0023671026996938682,-0.0044127470080712276,-0.007590453659894214,-0.011646256610075133,-0.00044600612301697317,-0.007681603117172253,0.001040217088783768,-0.0044113554133036305,-0.0010889229056498472,0.03947258558307822,0.0023942387976621403
0.005605095541401306,0.0164506369426752,0.04398248407643316,0.006568471337579662,-0.0002882165605094911,0.014738853503184757,-0.004705414012738806,0.00412579617834401,0.0025159235668790526,0.002326433121019178,-0.004401273885350265,0.002969745222929976,0.08407802547770707,0.0061098726114650285
0.0012931758383249669,-0.0075687174606729355,0.002653529642277297,0.005493198230980189,-0.0026899177069921397,-0.006787773610255887,0.002330235682696036,0.003841739909309716,-0.0019467614622404206,0.001370150590606256,-0.0008425236522421109,0.0005402228069192883,0.03542797962268372,-0.006012427923641084
0.0030466406809708914,0.0028814979417871368,0.01664784525153905,0.005490996077859888,-0.0022282126941338574,-0.003216640559542494,0.003158354886889314,-0.0010151421320413801,0.003953711461634602,0.0043107112066347875,0.002026641409541807,0.0029252121962769495,0.04045632824547977,-0.0038262115527061048
0.013406197818402622,-0.0019116084401361699,0.019664194478780372,0.010605469173551907,0.0008392427298158922,-0.00020384707132479197,-0.00011818792965108127,0.00280127079131699,-0.005967948300912962,-0.00044456010235723877,-0.00048576323379523334,0.0005388935874915957,0.054361026174831385,0.0011341704074772862
0.005792464990918111,0.005014355188375186,0.01429659576961383,0.003459307435401615,-0.0037710200972637664,0.009060760532020828,-0.000263666725259315,-0.00416241870275974,0.001705044823343238,0.001106228393976627,-0.001139040253120094,0.000847249077166401,0.03081150758774238,0.006226050272455585
0.014337949092967817,0.01037248472553134,0.026640088698072696,0.0025182232077563425,-0.0006817484843481214,0.012208959448939617,0.001716166167346822,0.0019107829492108874,0.003543204925573795,-0.00303130381448895,-0.001689037767450663,0.0019673987402986093,0.0752128989644028,0.010476280342525512
-0.012710283279952727,0.0032401505021922516,0.01671693771572501,-0.0017755527224105228,0.005974999222612654,0.014352125377032888,-0.002297957026026942,-0.004469977300289185,-0.0024752013433253393,-4.042414254172844e-05,-0.0020989458627444944,0.0014599334556422816,0.03837183992039554,0.0071270872850524025
0.002058530200087305,0.001608178021567097,0.004863491865611224,0.010861434893723177,-0.002667830206320443,-0.003266222028298882,0.0016066197095306988,-0.005968335099420274,0.0011328928504644286,-0.006212990089135418,0.0009053792931497217,-7.168235367444042e-05,0.06234806457645083,0.0018434831390638172
0.008703658569610261,0.02163322230346356,0.005810111842283383,0.003853548893763337,-0.006449210604706624,0.009987272185663577,-0.0009816665312644135,-0.0007013838113034132,0.0009004251631596905,-0.0039984293335500135,-0.0020879031602892505,-0.0022097652124461907,0.04520269721342104,-0.006363230156795874
0.019025773253412835,0.008306823382334905,0.03709049102010294,0.0022670193885410473,0.003403319603969268,0.009200906361272054,0.0012590831463684337,0.00028686557501482745,0.0011284867561865974,0.0018964381787942909,-0.00154371630445701,-0.002313900143990866,0.06042817756644235,-0.001816071169451583
-0.0026095243434145045,0.011878801468733347,0.006372452840765752,-0.005837093926058834,0.004267455223253047,0.017096448692434884,0.0002816940886285257,0.006274350421840403,0.001101550018219022,-0.0016929674580261843,0.001167418785211749,0.006194467023572603,0.05996019844717885,-0.00544188132410236
0.0199472571587197,-0.0028101044180136705,0.03624628985073993,0.009801200059789506,-0.005071427046187316,0.002323247421579766,-0.004518374580939932,0.007974418654310223,-0.00445431444983021,-0.0023403301232089446,-0.00267664581153505,-0.0033674275586683677,0.05341013431274161,0.006492494287971695
0.017561223011157766,0.0010839008839298447,0.013369076945370206,0.001956238226343987,0.004686277351108515,0.00720185480365162,-0.0037704680481089768,-0.0006158527749601684,0.007068540791189659,-0.0020953485002173865,0.002522822779307321,0.0035081872192435637,0.04466888856687434,0.0026945370236197475
0.008605011125084605,0.0019016293757514236,0.045929324617532,-0.0004173634240385082,-0.0017053856465678364,-0.0044154839066322445,-0.0004298014068740974,-0.0004671153553808427,-0.007321825895880307,-0.003743832833510741,-0.002576044445058723,-0.0017095316408463734,0.03454304233060155,-0.016284083527964753
-0.015159759915779081,0.014529470474836298,-0.0001927783322623222,0.00017773888790145742,-0.0015162494360208222,0.00885276383970689,0.000615249996581968,-0.0023420516536552527,-0.004381947197878067,-0.002343418875869896,-0.0024281866531767116,0.00043204221982199307,0.026328598187063353,7.724805512641098e-05
0.000908864983846347,0.003941965183843965,0.0030674193204814014,0.0058224163027656315,3.195228458835464e-05,0.011438917882628597,0.0007928900249700943,0.0037230328635163845,0.0038715518159548436,-0.002681625069525806,-0.000715967858368538,-0.005073312741861058,0.04859705802298196,0.00416208092211926
-0.00873418763548558,0.0041695250116620345,0.0014996021183766417,-0.002808495458661464,0.00037181351699913103,-0.004865131849737958,0.0001495486101583121,0.00022500891803637347,-0.0015942705046236628,0.004047416513459368,-0.000795763246714054,-0.004705979200395149,0.04704744395357132,-0.00512306890212112
0.01737592028433609,0.02112528560548358,0.04209983498349833,0.013509139375475987,0.011990670220868204,0.016547664381822758,0.0015311627316577537,0.00022689768976895673,0.005331302361005296,0.004606181772023332,0.0006584793094693731,-0.0011757425742574656,0.03707000507743079,0.0062150926631124315
0.023696208161903664,0.01880510238121713,0.02250480532477638,0.0048942828549188855,0.0019396038188432053,0.007175422153738587,0.003308922812981496,0.0031659544725262333,0.002530539626058348,0.0006211180124223392,0.0011405696494098283,0.0028577782719893196,0.06097123159282615,0.007432765166558097
0.012594293210888851,0.00637777413359576,0.016009347326992506,0.0028793593527933203,-0.0014608614846397417,-0.0021892423745489943,-0.00011479173499503447,-0.005989668743850396,-0.008935989942057465,0.0040272767027441205,-0.0030597463649283617,-0.0022152071717502554,0.04223515906854709,0.006476167049305826
0.010468039898483184,0.006210234315056418,0.02113085049873109,-0.0036144720533553,-0.00010623856459888171,0.00013692970548314642,-0.0006374313875936455,-0.003224930649825841,0.0016455173227882148,0.004019359027326985,-0.0005536209644100287,-0.0020645694387061986,0.04485392197367648,-0.002202679572684818
0.017724354831760814,-0.005047893958324357,0.036897735269197096,0.003024428072896512,0.0013987620811971358,-0.0010454813091493654,-0.0025433343386038086,0.0013729122686082951,-0.006064653253486119,0.0038027946519609834,-0.00314506053164445,0.002708485919032644,0.0333060474200451,-0.00700673531228011
0.0063403680025664435,0.0022937146261543307,0.011549345798675604,0.011617515638963405,-0.005372241699319413,0.005400884489356372,-0.0007859581586122765,0.005894686189592402,0.0015879562796453194,0.007152677528012685,-0.0005178616438669681,0.00040901904172685466,0.04878898283724026,0.010035287917325497
0.010048835709302494,0.008259948136740003,0.024806170938145845,0.0018533875659808795,-0.0009569692901051474,0.005106030091221447,0.00037120404375470264,0.002038989587858209,0.0027274282931195938,0.0018981426634548603,-0.0008358672616461504,0.0019086732746251944,0.048729086864378914,-0.001396622306467088
-0.0030035917390003218,0.002173002095181076,0.018494462735707838,0.00954953606704576,-0.0021460640526788422,0.005010475905417522,-0.0012196947021849702,-0.0004953606704579449,0.0005567195450463913,-0.010140676444178442,-0.0026683627656390206,0.0019350493864112473,0.06329691709069138,0.010151152349595894
0.01866277971225736,0.01818095932194237,0.015036305233892055,0.015465489783248266,0.0025778065700326367,0.013701514292655237,0.0030272356736037675,0.005691419008286747,0.006151645207439183,0.0007962857991200334,0.0002861230329041176,0.0019191837395740262,0.06976408346154882,0.009465003913947122
0.014149715863827095,-0.0012241754740028644,0.02983695363534975,0.0006293483456370708,6.638695629084257e-05,0.0018853895586595226,0.0013118062563067911,-0.007507037017366813,-0.0028878325986509855,0.0018057252111105427,-0.0015959424292314895,-0.003715014074034706,0.04209331350576242,0.005788942588560231
-0.002044413752998486,0.014605291851421075,0.00518826779094278,-0.0008995420513193464,0.006562113832957761,0.00809587846187394,0.0008050447045140463,0.005966053645416869,0.004535872646652584,-0.0018935814494439485,-0.00021080177364252162,0.000248964163698473,0.05650396161953912,-0.002794940757432596
-0.004773607469252927,-0.002528881916025727,-0.009970706660668982,0.007403425236157024,0.0008349150273734063,0.008205426399113569,0.0002600195288929297,-0.003582125577363993,0.00402865700461894,-0.0017619888751137847,-0.000526621830669105,0.0034899667569969874,0.05025617957804431,0.00290958561444703
0.011889770449219229,0.004538780811474663,0.00907473812011178,0.01458339215630906,-0.0044766637490471165,0.0037623175311290668,-0.0026922099556710654,-0.0009854024903295678,6.494056526524794e-05,-0.0004334076855747826,-0.0029096196741678184,0.0021162153767964043,0.056285117316542864,0.006405822062851152
0.004031847811941736,0.002615732251233316,0.019622132573023976,0.002519904882463564,0.0018822388112673893,0.005220817017047808,0.0020289374992605858,0.010852153749689442,-0.0006577779880985069,0.0031374590367574617,0.0016184177836667591,0.0012800643581340697,0.052264956759378645,-0.0012895287896175223
0.0027160323271396614,0.005965324307522324,0.021848449264350412,0.006106237480140974,-0.00010084962354072191,-0.0070884851833943,-0.0006354907784761665,-0.0004669475720107119,-0.0014795883124956387,0.0037079505422394575,0.0012889410789528766,-0.002012847965738707,0.04584651516198111,0.0011597706707191068
0.0019280769880127835,0.013705892284315336,0.014727334121222324,0.01212054702009111,0.0036231639371939405,0.0017237886206313946,0.002382238730373054,0.0018149586358263913,-0.0040401823400304515,-0.0034897855816309665,-0.0005436434239406096,0.0005149417524902388,0.02949518824919798,0.002296133716022253
-0.002162483395091952,0.011884220093686615,0.007106201496189591,0.007246032300915861,0.0010291547227854192,0.007197790673285309,0.0007201286443403232,-0.0005439418303852528,0.007879465846325939,0.007707473956512579,0.0016639865762427264,0.003912465916241325,0.05219184786408443,-0.005101726910438397
0.023969565815511285,0.011994835924189706,0.024933597180922584,0.003128075429369659,0.0006677319336712894,0.009643488290881418,-0.0011566259960422598,0.00322013989566029,-0.0008412787436903769,0.00330056402713258,0.0016137736907269162,-0.0007333410935565166,0.04761955152964583,0.002362987968126673
0.006010107517645169,0.006529799997136654,0.00757347993528894,0.0014058898481008608,-0.007079557330813668,0.0025225844321321357,-0.003564832710561383,-0.0008317942991310168,0.0037423585162278173,-0.00942747927672557,-0.00017179916677407815,-0.0021875760569228463,0.052119572220074704,0.0043923320305229606
