HCPCSCode_Evaluation_and_Management_Services,ccsr_category_1_code_HealthCareDiagnosisCode_1,ccsr_category_1_code_HealthCareDiagnosisCode_2,ccsr_category_1_code_HealthCareDiagnosisCode_3,ccsr_category_1_code_HealthCareDiagnosisCode_4,ccsr_category_1_code_HealthCareDiagnosisCode_5,ccsr_category_1_code_HealthCareDiagnosisCode_6,claim_creation_hour,claim_creation_weekday,facility_code_value,facility_name,other_hcpcscodes,payer_name,subscriber_city,subscriber_gender,subscriber_pat_city,subscriber_pat_gender,subscriber_pat_state,subscriber_state,noise
-0.002294279004445454,0.009448521873029237,0.0024432330376176316,0.0019433665159070857,-0.0011784778832277909,-0.0037323624883448536,-0.002139134673790699,-0.0010918137184730337,0.06351883591455838,-0.01049603627514326,-0.0033450820020969997,0.0030034549597823925,0.006833314633476339,0.0031462186954721695,-0.004873698586677721,0.0010121136383859919,-0.004681025577535436,0.00017062007436090542,-0.0008186668420584464,-0.008161713783858049
-0.0007634082004875809,0.0030395744003906986,0.0022856001272655636,-0.00880832849305031,0.00016407634451963692,-0.0007745069385610593,-0.004478895749553247,0.01279462525110897,0.08339129340993932,0.003178493605277122,-0.0020848979471033815,-0.008382691887932314,-0.0031977314179377435,-0.010040473398174609,-0.006819989567186169,-0.0051211427260720145,-0.004507752468544302,-0.0016457578773293124,-0.003305019219314753,0.0029404256736009437
0.0011958689409877544,-6.955913897439547e-05,-0.003930434007908523,-0.0012070052563408872,-0.005978830721153549,-0.004804549099157807,-0.00012044353374136562,-0.002920284541423701,0.0507720036458583,-0.0014194518876911588,-0.008054639902959904,-0.002070326688094104,0.013867796517245835,-0.010219539607590544,-0.008386502100480453,-0.010872984326921154,-0.007918091543938799,0.00226221396802333,0.0017389784743590208,-0.0025121814157169743
0.0034957499336555455,0.011785992875007045,-0.0037209190115077397,-0.006301115391110635,-0.011975376152986295,0.0010120545874178766,-0.0051712491254593766,0.023430651944897928,0.06000796133525264,0.0037221252744248146,-0.0016738908412477493,-0.0014837033879904426,-0.006503365473538603,-0.002304766346872955,0.003453530731558263,0.0006598258156348069,-0.0028005404057868223,0.0028914122122057906,0.0004993928476650922,-0.003362859968958809
-0.0006213698960696901,0.01237092498315866,0.00045295653427085414,-0.0026413247847492994,0.0013174784581714838,-0.0005132837086465724,-0.004537608965958728,0.009646650333642792,0.07432190580246872,-0.004758808605336284,-0.0038317810257630703,-0.0019522543929913262,0.004672339655397761,-0.0010684612883873567,0.0012068786384827,0.00034386489394147015,0.0009444554299484209,-0.0005278627757873466,0.0004467562413489223,0.004585200403521783
0.004015081003062082,-0.008371103287334902,-0.008320687143377404,-0.007405271606437047,-0.0038879446400388205,0.0003682570515155303,-0.006117720853061348,-0.009744142284812407,0.04908559615825614,0.00027180877611860944,-0.006682921236156603,0.004377605115130944,-0.0072595874981452035,-0.00136545128350396,-0.003381085346606738,-0.004315891708146125,-0.008056128849500188,0.001040359893704579,0.0004690893394305062,-0.0029995076416710065
-0.00111285418499405,0.00654633882011364,-0.008795461615394674,-0.00459039807867917,-0.0077719167383036745,-0.007217663842441014,-0.0036028110690023317,0.013060231936607103,0.07288609551078569,-0.0018074263867193462,-0.00887691036623508,-0.00410438150795589,0.000695575677094984,-0.0016801522606627929,-0.0010633494000889976,-0.004683554042166038,-0.0006887185954021046,-0.0017065771120648222,0.0014634015808081768,-0.005145654449911552
0.008169494850416893,0.010733889161353604,-0.006379597842079432,-0.0034558116723884093,-0.004513977439921513,-0.005054634624816079,-0.006019421284943582,0.013019911721432098,0.05504345267287887,0.003291417361451687,-0.0015156449239823178,-0.0022532614026483213,-0.00618616969102499,-0.0024435507601765494,-0.00471956841589013,-0.001279058361942098,-0.0017216282491417268,-0.004102010789602728,-0.0014744482589504559,-0.0011344776851397675
0.002734893732181165,-0.008808082270235584,0.011383275327111041,-0.002401961092824656,-0.0024818901007608975,0.002696187952747475,-0.00013625693085197454,0.012746788679031517,0.07111589076788491,0.0018270386617240675,-0.007344028296127536,0.0007618430244632935,-0.003019050795828593,-0.0062034665273678295,-0.00033576476955902155,-0.0014812040958896433,-0.0037982012826403232,-0.006710575174176015,-0.0038095298034501734,2.28143821865312e-05
0.006444898508254937,0.021763734925303667,-0.000481372274556735,-0.0003119466854755948,-8.453100742783493e-05,-0.0048288110759252215,-0.0013488603765901997,0.015019251255239984,0.08095252811337697,-0.006884277959766904,-0.001234698069784468,-0.0013734016368111778,-0.0027488029318625705,0.004073485622457229,-0.004170559940664708,0.008691241860482013,-0.004567946569131865,-0.0008580351721705903,-0.0008678516762590016,0.0027704355982795525
0.0038984519696453114,0.006124632357170567,0.005538704593474308,0.0031403504062765264,-0.005163680147862349,0.0026084905841255446,-0.0017541404155945405,-0.007167453399953183,0.059296618261159714,-0.0075558989658067845,-0.014540249939604922,-0.001806866245115646,0.000381735005732764,-0.0037481354229377817,-0.003813898912122293,-0.005757085392836159,-0.0010725392376036424,-0.0014308831480579266,-0.0017039070798326116,0.009199027543973382
0.00251298356398838,0.002020013868807047,-0.0042641048717872556,0.0036816887485615402,0.0023864675853522256,0.0018295021983534942,-0.00013684381362678578,0.02044763787659718,0.056296106406208545,-0.0036973649266723195,0.003933060875210281,0.005663342087403022,0.0003079907934728565,-0.008731446782141638,-0.004443551004750768,-0.004267977809908774,-0.004923057629319194,-0.0016214700935406113,-0.002852695564932517,-0.0020251777863023014
0.002976545222976146,0.00675326954085752,0.006204791393763731,-0.009472970888002174,0.0009034914430753327,-0.004195872951526403,-0.0014905415503205343,0.017115966976351614,0.062191613397024934,0.005447570874085983,-0.010871696046903523,-0.0008593227671373161,-0.002085457312184813,0.0008773230152079204,-0.002507177409839967,-0.002185744408578427,-0.0010490060535288225,0.001719704372396369,0.0023619653245641192,0.00033731557308855906
0.0030382568931499932,-0.002685319068614478,-0.0018588889759460381,-0.0007617901177408681,-0.009858931713119556,-0.008399991452565236,-0.00765992606468977,0.008754531921107223,0.05889360580655736,-0.008017137606575775,-0.012203956037694152,-0.003927012030514298,-0.004579822355815411,-0.012719473193107877,-0.0012050102213073011,-0.014836743997207802,0.0012338578134237887,0.00024698524855233385,-0.0010461703931107015,-0.007319631320649844
-0.00042558039783388015,0.010786955123049734,0.006996943863599836,-0.0022331242292638275,-0.007991528604364351,-0.011395836684360072,-0.005380576108519619,0.01813659455257094,0.07017318106267763,0.0030383759583936685,-0.005778845638303554,-0.0012254704841563214,0.010016218969492275,0.0004845584687148463,3.686129430060525e-05,0.004187107929869749,-0.0029948126105838525,0.00337716476328348,0.0005086858613479461,-0.00032404428716955593
