total_claim_charge_amount,units_sum_quantity,days_taken_for_claim_filing,patient_age,units_mean_quantity,count_of_lineitems,LOS,count_of_total_dx_codes,units_median_quantity,count_of_OccurrenceInformation,count_of_holidays,noise
0.00377249010368137,-0.003914859507419844,0.04066904646895462,0.0016553434138447897,-0.0034995655639518675,-0.003221705950353182,-0.002983476475400182,0.0027525748374042426,-8.868178195053922e-05,-0.004854617210247636,0.05518489329024362,-0.001675233257014208
0.010233094667332864,-0.005348321642494403,0.04816114382578222,0.00042069626378070656,0.0021766149486719955,-0.005022580502337148,0.000677256943346316,0.0028851809918975626,0.002996502235912446,0.0008508801335854299,0.0688335304647029,0.0011176399896268507
0.012324803756492031,-0.002647037898328608,0.04928645065349404,6.298485433967605e-05,-0.00022208613091643237,-0.004375738485210778,-0.0012029200420178078,-0.002077593434508995,0.0010155697443916978,-0.0031781194940565527,0.0839894313785941,0.0027863997355054514
0.004780611266633405,-0.0065329600797638275,0.03874395060781529,-0.00034329102274037736,-0.0017413045979215557,-0.001024657744372459,-0.002802469609234215,-0.0060931855658243215,-0.00041201058403962377,-0.0032173946389538965,0.06677317176055525,-0.002189515665145547
0.005299599713761793,-0.004049543807862599,0.02984781016592871,0.00011202144550291893,0.0013021182745203363,-0.004835860279976745,-0.0005086039178854307,-0.00011698309405608898,0.0005977738270942279,-0.001257044143298003,0.06764040766581689,0.0016313341383783042
0.01422633405980751,0.0020652139122236735,0.05621681036113234,-1.847708114496305e-05,0.0009567345323552412,-0.00040271307566295265,-0.0017130582042605203,0.002753230579423771,0.002203501043154865,-0.002146032956129329,0.08229008144464584,0.005019728285064973
0.018466350186497237,0.0024345772431721866,0.038165232987703676,0.0016612234457075825,0.00016151196616280837,-0.0022824347557094393,-0.0009298092195670349,0.0012227913312988115,-0.00018203558617243542,-0.002937108489640039,0.0853223398116586,0.003317613430181021
0.011643778351933465,-0.0005906371869487837,0.05244790795768989,0.0052997551148101785,0.003093967949167442,-0.002465168587810751,0.0013111336458226709,0.000650105451662153,0.002177806066032706,0.0011320546083185556,0.07701801038874177,0.0033407410204268962
0.01208473437473817,-4.8449243323334114e-05,0.04418243425452921,0.0003584939293708067,0.002514789969483111,-0.0017655026151925824,-0.0011722279186478723,-0.001446316562480443,0.0016449889313285726,-0.0031411259421320614,0.07371948497540215,-0.0017210146307572894
0.009455161193930728,-0.0022636873734187767,0.03845260466814965,-0.00190271921378532,0.004234270726119704,-0.0040334008433215,-0.0004738537136027121,0.0009732062817490505,0.001807231315780733,-0.0030502340715163334,0.06587443142202595,0.004379428267870788
0.014232687402444145,-0.002903833707694048,0.06139670091206238,0.003728537708912338,0.0028275565756054498,0.0002824021450054337,-0.001045581364993531,0.0023762162191560353,0.0013247203171823595,-0.0025371324149258355,0.08069345566680627,0.0049582855184941545
0.02741327054995857,-0.005356137494484092,0.03732821143463422,-0.005873975839282686,-0.00037708757257136626,-0.0026833944521371333,-0.0009796530407008342,0.002426031492207181,-0.0009005282822595717,-0.0033163925196670664,0.059094159845845054,0.0014994971704598958
0.010010678294804187,-0.006343769705766911,0.034046211138740456,0.004915882401932159,-9.771085914173083e-05,-0.004424056205308835,-0.0018379159775845587,0.003345964853835237,0.001087386524527323,-0.0018667681947435843,0.06513997787005195,0.0005587514426108276
0.0006404008797296412,-0.003723141635194349,0.047514218662836526,0.0010644761055931707,-0.0005288316651384962,-0.003898991388652029,-0.0022288194822932426,0.0004576582006578289,-0.00030585353655175894,-0.003182608026571443,0.08454045025231312,0.0029209173041286783
0.010382758631205646,-0.006459261563421548,0.05043861254189428,0.003581176484939441,0.0010071391758079585,-0.004138190778539164,-0.0012396732020164003,0.0006366095471609823,0.001028944005806498,-0.0037248138965383483,0.07366876176012249,-0.0015113949296908346
0.010300166918890574,0.0005421788041717668,0.03997536545120737,0.0018783501687644755,-0.0008224275556976912,-0.0007160697368258862,0.0002489429153799794,-0.0024366603644873975,0.0017739062438054897,-0.003179114495969171,0.08055196700446898,0.0021527205318437994
0.009103158502350061,-0.00038258435733375953,0.04608337654187372,0.0007670145163915954,-0.0005735409356872112,-0.001034655766368453,-0.003198606587498509,0.00031680669589748687,-0.0010499255806304618,-0.0013601880704156132,0.08225647582754846,-0.00038300385772557235
0.005175364760773382,-0.004413076505456493,0.05059246350912949,-0.002869268969557348,0.0012683600817170126,-0.00322829741816093,-0.0009778236692500996,3.417205258643419e-05,0.001885380130800507,-0.002061122115531178,0.07024368667630185,0.000879597509434249
0.01646146535705707,0.0006194360185779457,0.04362978947350492,0.0062498829083687535,-0.0013393579461361883,-0.003233432172863049,6.8126039986182715e-06,-0.0011117318150310029,-0.0008066123134411352,-0.0006279517735763406,0.0680216368302997,0.0026835698726213053
0.004650568213997374,-0.0023382293212338423,0.053279184580955374,0.0011280136054201862,-0.00022055408753226535,-0.0062535093666715395,-0.0020542436839490197,0.0011194374009893759,0.0002527553079424316,-0.003424009165211639,0.07481654204201048,0.001227044494319518
0.0010413884834075348,-0.0013705413975581226,0.022983274001975685,-0.00017669768491029858,-0.0009577714571660567,-0.0009591974839701755,-0.0017534944138640873,-0.0040118023163860815,0.0007748511098377708,-0.0033042337439426195,0.061294132288617444,0.0013100648971834717
0.007294956427251231,-0.005863030410095527,0.04740388413265314,0.0015935843314761721,-8.916205996029047e-05,-0.0031534204066123728,-0.0006566327406417827,0.001849071131324842,-0.0011969381581952044,-0.0038616338155862406,0.0713831452041644,0.004964743488253043
0.008409824133055476,-0.001430244036823658,0.03312100018500937,-0.00218419101610664,0.0014758886864738696,-0.0035215252335237144,-0.0012140396460244228,-0.0014103926655260391,-0.000713298933292672,-0.003034829028376673,0.06385483921064464,0.003862914802505846
0.011181597911426044,0.0030655182593765985,0.03372314967614313,0.00045262411791352486,0.0018602211831352134,-0.0015469078848019402,-0.0005821396454920857,-0.00021032668659286545,0.0013007331503971486,-0.002630171948188387,0.058986976343009326,-0.0002741321303263988
0.010719387384520673,-0.004629030751830554,0.0566792104343856,0.002566745411090843,-0.000265978604113859,-0.004181121398999033,-0.0032508880364968463,0.0022864129551295022,0.003194510256951233,-0.0037237004575938815,0.07859771514348662,0.0034467402921268043
0.009844111518452237,-0.003463064074198452,0.04989949355792802,3.465210664873597e-05,-9.636658862279823e-05,-0.003911854853671548,-0.0004802230001058283,0.001503533441582805,9.697990024483127e-05,-0.0032294690101304147,0.07103398206370158,0.002606344402074812
0.006957870712675196,-0.0027496012856627395,0.023190203542905397,0.0003555584750475682,-0.00024961656207413976,-0.0028600497399954294,0.0003632730627983194,-0.00031759659274915863,0.00013870981539990668,-0.002344165327434555,0.08262040867455749,-0.003577124490531636
0.014201615249718847,0.00018731863828314044,0.051924695076398,0.0029330072426727804,-0.0017811784874531278,-0.002057359452041896,0.00014516801270808566,0.002599183724825582,-0.0001245645352815128,-0.0016979781854784882,0.07942656275803495,0.001474564142085333
0.00641081219581322,-0.0028926298952969055,0.05279926289894502,-0.0008996359787099339,0.0009061063180275886,-0.006213725660201008,-0.0012556340479606964,-0.002776034380794956,0.00051128621287162,-0.0033317071213848195,0.06548345728346691,0.0004383654887630373
0.009991398234694715,-0.0014556248616365952,0.04945592566993222,-0.004581749724118201,0.0007851434500683929,-0.004189346992508491,-0.001751701341300782,-0.002464093122136579,0.0027388764303181157,-0.002845342287731545,0.06682709775762628,0.0006849303493601355
0.006027932152965765,-0.003349930100751286,0.03855008987046262,0.00016803366182543966,-0.002124937159542406,0.003720223953060786,-0.00014365500760966655,-0.0004897079382131353,6.225509438126942e-05,-0.0033850518907229898,0.06653802450261352,0.0032212190704433374
0.007427510939335591,-0.002264485042480435,0.04756431648306738,0.003408816168082618,-9.517647659754714e-05,-0.001168678596359851,-0.0016733352629697662,-0.0015068189944324796,0.00015391687807528865,-0.005908092554441335,0.07062911821292965,0.0028870481671291583
0.010350915763761404,-0.0036345280501967393,0.049751214926295126,0.003205678962723357,0.00128000561098347,-0.0030258847077770158,-0.001492036045173828,-0.00121930987600537,0.0003881829450379626,-0.0016866670353370638,0.0865333698406939,0.0016595562737134807
0.01596418920232522,0.00019496804690345427,0.05141851752073969,0.0007076617998717172,0.0007976470522886748,0.0006651687640081505,-0.00048075454300542384,0.0008044514926720647,0.0009998361379662923,-0.0002749549379406968,0.09412082464262805,0.003111781680224646
0.014304661557801423,-0.000636113270655636,0.04900550965517571,-0.005568968875196612,0.0021995161547338714,-0.00288753897240025,-0.0015906050963103823,0.004007577989064337,0.0006626716435447321,-0.0026762791880542646,0.07565852692777567,0.002000086918311228
0.005145905240037707,-0.002279735563658347,0.038610132604592916,-0.0018238348215734446,-8.230789800307558e-05,-0.004153573399323873,-0.0004782359369420508,-0.0004605378067611077,0.002894455770904314,-0.006198905343598693,0.07191128986136727,0.001346217159921581
2.449534203352588e-05,-0.004178843727420811,0.035347394789424745,-0.0023909148471044418,0.00017239174676434433,-0.00785175850365818,-0.002335222607197973,-0.0018386912400651712,0.0013276783499690636,-0.003665828073510724,0.07317513553318958,-0.0006794761386097803
0.01555841212826974,-0.0020560489635697565,0.03868359835220864,-0.0008377001992766697,0.004332559735172515,-0.001943562870568527,4.906744518530237e-05,-0.000149799219841229,0.0007201570158246407,-0.0009068593281449822,0.055769593491934666,0.000286750696375071
0.004054912703541624,-0.007125564104335735,0.048027616218025114,-0.0030132756730978706,-0.0026620440932805466,-0.00513726143687242,-0.0016239972795640157,-0.004602657844217062,-0.0016776473106566493,-0.0048782239130110375,0.07507055114568562,-0.004630769918590083
0.009804529303089293,-0.007776181939750404,0.03845810569795412,0.0027743466414040796,0.0006317690905297546,-0.0017346234744557876,-0.0006352721496140745,0.0011790078422832084,0.00016532915809310821,-0.0012868411393166079,0.08088395888322482,-0.0026879124661687735
0.010561490145870479,-0.00027014119631467713,0.03483348066988051,0.0028576032190495426,-0.0002678912293384017,-0.0019168267046402842,-0.0008564390425882306,-0.00033662409148508263,0.0010062432954613288,-0.0017474985447794244,0.07777584232231431,0.0006057491736815134
0.016388130235983657,0.0007728542056648191,0.046969803909534445,0.00023997299536623328,0.0024606438150182376,-0.0024155338018228335,9.651087857117657e-05,-0.0008555558965231746,0.0006521005308865235,-0.0009368766686102092,0.07605241353914136,-0.0010860926136189609
0.0031745656595844386,-0.005867140779052882,0.04077036147003299,0.0006835696271244029,0.001011783685207246,-0.001362259881492256,-0.000674878244401711,-0.00012777857406431892,0.00169131258176759,-0.0024290127504109638,0.057761709732213895,0.0018595747016720953
0.004117650207843193,-0.007165436738321018,0.03300945666342793,0.0037214366205477354,0.0015796348491296964,-0.004351992376853231,-0.0008339155083391114,0.0024510236911769344,0.0004392410043924322,-0.0009947831766144554,0.07653660743203278,0.0042776479594431645
0.018392327055451897,0.005338445894664101,0.04052141971745145,-0.00044219650638381846,0.00023575022490782694,0.0016766251234429097,-0.0012620475837432864,-0.0016603614348382422,0.00015619001849084268,-0.004819766095923472,0.06699672674951873,-0.002920284482682778
0.010364832269481072,-0.002629373121273715,0.061404500979266044,-9.718422214111122e-06,0.001879299895662001,-0.003599730583739702,-0.0014661319734740718,0.00045501112894325013,0.0025617491000336614,-0.004064055200638139,0.0698010827942084,0.0017272470814363894
0.008993219083328941,-0.004732656501591237,0.03896230052236497,-0.0019584905089845006,-0.0015549995086291846,-0.004180714831081811,-0.0007686172826439797,-0.0003518025747828113,-0.001040761095529985,-0.003665436979808401,0.06785320109159912,0.000722126047942706
0.010711624816254173,-0.0023788428401706587,0.054822841724031776,0.00011671993257137415,-0.0024450057101433665,-0.0007132645047709274,-0.002245941770921145,0.00039424440564165273,-0.0008267482100067225,-0.0040808107540553865,0.0580846712136859,0.002331522004907538
0.0028880345987505884,-0.0046497724510275226,0.03510529440031661,0.0020469514091076336,0.0030378494502077747,-0.0033842609605110653,-4.890182887186123e-05,0.0024792944568505005,0.0020982559289934198,-0.002243972072250333,0.07853775051587189,0.003804943890098078
0.00342514187030728,-0.0011155963172351346,0.03725441423642327,0.0016917834261368392,0.003052388076142698,9.381029710147093e-05,-0.0005413635895230917,0.0005597525398071901,0.005145174988184886,-0.0019044556337702856,0.06842146408025046,0.0044743780626041564
0.01296096524712057,-0.007836962414666738,0.03613183357121522,-0.0024272247485643715,-0.00021520009736556434,-0.00549009194410327,-0.003097304743253526,0.0015253482479725023,-0.00011161084741257987,-0.005315691351058261,0.06178905134928807,5.117225965639571e-05
0.0015336773636471345,-0.002681847988563091,0.03671362802638747,-0.003854931621599211,-0.0011309283795140179,-0.002882849124922071,-0.0009485271456752154,-0.0004125241153845272,0.000300924700263272,-0.0018003212216741616,0.06410225601883343,-0.00044626189477340315
0.01013970354644005,0.0007949852393091983,0.043492666144941496,0.0012158780092826117,0.0013874274556598398,-0.006300374247437191,-0.0032515361191392755,-0.0022735338101178225,0.0007137820686663132,-0.0039820547191594,0.09072641195112316,0.00033504056284336945
0.011948450955986145,-0.0026121017715894147,0.050928102883944795,0.00391986282933825,-0.0009380664944597439,-0.005425260280735844,-0.0008414046014035059,0.0004085080311162281,0.0008653470087605531,-0.0038688550919254382,0.08238493145184679,0.0008199159190241279
0.010200020105451646,-0.007259670649391514,0.0541352397575108,0.0037986191342709087,-0.00023492783162702978,-0.007504141285962163,-0.0013952892052664478,0.0010810322546807361,0.00033844176922147583,-0.0016684611025072128,0.06884631130523719,0.004587102498466622
0.014398669604962422,-0.001660639393254526,0.03747221803661564,0.0013376152088198756,0.00047998442954366727,-0.00499800660488714,-0.0026168412064592637,0.00018121060297843217,-0.00013121876491124508,-0.0033073093246942962,0.07258077174213315,0.003325045832391571
0.005434174974378092,-0.002575070837055582,0.03183940677733872,-0.0002684820317766512,-0.0006242429889126933,-0.006756238319421681,-0.0004758551142435952,0.00021292221351412177,-0.0013050734129485097,-0.004340927650292403,0.08350537923172623,-0.0023118639051632915
0.018472700226331806,0.0019567437012313893,0.048903996928925456,-0.00486460080029214,-0.00042880412035837254,-6.971232668551153e-05,-0.0005770261227949658,-0.0003063076992799174,0.0010583477512109863,-0.0021344234937205387,0.07110683980560525,-0.0015195421113104346
0.011205279985115713,-0.0062208578343770585,0.05315449407486829,0.003602734651044703,-0.000961110050283287,-0.007360676579695147,0.0005433070737633882,3.1824836101423948e-06,-0.0007794636780697917,-0.0011825782686963326,0.0741912003512156,-0.0010741290195176556
0.01471128582047212,-0.00882339831124097,0.05313446824812641,0.0005575386379818359,0.000803058029556336,-0.009603566898010618,-0.0021636546970943194,0.0020486051294037024,-6.758409159629553e-05,-0.0042092480577102685,0.08236332292064474,0.0020795661125413978
0.020313380663342706,-0.00030552243659226486,0.042630405918057654,0.004403519943637535,0.0016102590505094217,0.0007920550617819156,-3.06199869933077e-05,0.004079097116843677,0.0018035985259050257,-0.0019516854541513306,0.05364960437892909,0.001041892477780182
0.005250256071419435,-0.004758025708212832,0.038994057936252935,-0.004448929779861532,-0.00020983525443465378,-0.005182976040162846,-0.0009713365947554564,-0.0014421459614633036,0.0009214045536211412,-0.0033534419166662555,0.07629133158646617,0.0017746993895016217
-0.0039166501343322006,-0.0060341899884665765,0.04194763228949857,0.0017779264753847723,-0.0001874598600523858,-0.0030044015238889334,-0.00037727347619510577,0.0009825250422835663,0.0006167681583876372,-0.00047982999156008787,0.08069348379438933,0.0009197301923018931
0.025645040298663668,-0.0035870462765896006,0.041331207913192114,0.004004788737308496,0.004659205889536278,-0.0012127397276206042,-0.001793959271018719,0.0010885872788806595,0.0023353453589662677,-0.003795517718618835,0.07256783317632551,0.00270111533675258
0.015441104411767126,2.128688454804406e-05,0.027394854839512994,-0.0017007015835835081,-0.0003945704788665072,-0.0005051016227834882,0.0005773967023804727,-0.0031551179293403454,0.001675478633590932,-0.0027274523695916763,0.07408221396451761,-0.002250144188519809
0.009457070336003525,0.0017280448437845374,0.03979143432981029,-0.004027619019630013,0.00028429524014284,-0.002614650021422693,0.0004078816911080918,-0.003588724708473656,0.0014479258666905692,-0.0017425844262510815,0.06724146998272262,-0.002438782944141726
0.010673065749413114,-0.0019254576583695782,0.042570246589350845,0.0029933142755323773,0.0008483045529550926,-0.0021650746430536215,-0.0016240190268126508,-0.0031386493751985435,0.000946072621067362,-0.0014830222883306155,0.06658199115284198,0.0012767177198812819
0.005698070816170686,-0.0037693732948826165,0.05042592475518441,0.002233774738893113,-0.0003739708506986128,-0.0026205517002138466,-0.0020982569100314154,0.0029386781824400354,0.0006628378016933056,-0.004266542171819132,0.07001133097636053,0.0049651236113880115
0.004430516865679824,-0.009079498551255338,0.040398380313286686,0.0005395228437606425,3.2986370758458784e-05,-0.00559650120833548,-0.0009907093048121874,0.0007776956224570308,0.0007909740344148708,-0.003317226852583022,0.07731124737401936,0.0010858945526363794
0.011402142174612374,-0.0012557988909309258,0.0355754378903964,0.0036870351391799948,0.0009643384033508728,-0.0006155720128632302,-0.0005681280560372093,-0.0007427111555935451,0.0017488961950212767,-0.004245167979593812,0.08032101967191702,0.0005641299697877411
0.013058464468543817,-0.007765491501965182,0.04944704365390359,-0.0029992281235120656,0.0005477069945022284,-0.004554219147860183,-0.0007769040359380863,-0.001198330854062102,0.0005725489964127029,-0.0007199744482265791,0.07375826957712406,-0.0008916504257150293
0.008385737474066624,-0.0035428782324845253,0.04625897140973405,-0.005436772836560045,-0.003056370731078106,-0.0030935463180940537,-0.0024566344537966024,0.004379194570751821,-0.0002523460930697885,-0.004053124361744487,0.09650800305287707,-0.0009803605404882787
0.002217312680075456,-0.0016884923158598797,0.036654924319930136,0.0021518495578647266,-0.0007076515122188098,0.0005902741294165348,-0.00046066129504993556,-0.00471631725350744,-0.0003033285958401799,-0.002298191088720125,0.07264733695742344,0.005163706194318362
0.016911306905698763,0.00037680931038795994,0.04774864547944692,-0.001409983670051651,0.0047571596086373735,0.0006898128621903199,0.001172295632318121,0.004435504428552195,0.0003491549985554565,-0.0007614977822478219,0.06711238001659256,-0.0009899934649308163
0.008275562040278173,-0.0017995997617310632,0.03414253301296425,0.002196223838940925,0.0021401369377087474,-0.005222373185374563,-0.0018275762828707021,-0.0019252933184303433,0.0010631078033076723,-0.0027461164171312504,0.08125425838793666,0.004954856068160996
0.013428022698492425,-0.0031749530390541513,0.04545215879959674,-0.0048718647075505885,0.0028117603124551914,-0.0014728468862576726,-0.0004684863272750195,0.0011240442850844912,0.0011423653716021275,-0.002451375415207824,0.07635835764445573,2.7727314844672168e-05
0.004172498780437228,-0.0008729837359750415,0.044906213233770254,0.0008709909863950816,0.0013606494131750857,-0.004061861323759653,-0.0004937236359230712,0.0016426633337265572,0.001685069044787435,-0.003398674263559498,0.08390065585374173,0.005033685438899094
0.008793136427041926,-0.004377440529230348,0.058580477010234146,0.0016742944139386707,-0.0004088348130074082,-0.003603158089533065,-0.0028257654572682476,0.002260954486997091,0.000929014519934046,-0.004740244492237711,0.06846777918254812,0.0019168116793951474
0.015029202318356472,0.0015274944544566792,0.03606995184700388,0.0009928491092215165,0.0015246715389197862,0.002277052816749636,-0.0013190444282333625,0.0054579586160581894,-0.000529073801412383,-0.002666466586337413,0.07586117495687619,0.0005902864962120336
0.004355665589326363,-0.002217436991513977,0.034604754095750576,-0.0009483513509210617,8.056170294065134e-05,-0.006778964798038523,-0.00038895699660878024,-0.00423299208712129,-2.9454377557369683e-05,-0.0015018548297218604,0.06739782515244629,-0.002623907401805492
0.012067643631999803,-0.009772722222045893,0.04632677649060758,-0.002326271711075656,-0.002527389845359729,-0.006607849797929488,-0.001627675887094504,-0.0029350231277918025,5.6033702764168857e-05,-0.004780166926464125,0.08118950185562031,-0.0011714694798866444
0.01051875486734365,-0.004537158151808174,0.050287466259384996,0.0016898660960690925,0.0027254099910025255,-0.007124052049387919,-0.0011351968486076336,0.0029850520569489,0.0006670245503141769,-0.0020437172517560054,0.08876991357866007,0.0009218276260972935
0.014795110127834344,-0.003957504322810101,0.04984150954793598,0.0012192967222150798,0.0005811064883680328,-0.006033510272808962,-0.0005937917651411718,0.0012729071181014407,-0.0005359529436637867,-0.002021489462914472,0.06719255193035177,0.0015513791463110604
0.0069650575281170355,-0.004573061139979828,0.038556491431890806,0.0008744963953264406,-0.00010237445469786221,-0.001043155433754217,-0.0010224504878602713,0.00044817580799614285,0.0011901030358627107,-0.0030239285909421597,0.07976436621297912,-0.000775644657117458
0.006563842612052784,-0.004971540266049646,0.04203432647608422,-0.00029486309778972155,-0.0003980062232691761,-0.0018562988057039154,-0.0030247918062602077,-0.0015479792409720417,-0.0003475097906201818,-0.0033987983513747433,0.06637353764966847,0.0017280461903631749
0.003978410869854676,-0.005151520252434249,0.038792643046350564,-0.0015901095218346928,-0.0004884640163310694,-0.0011647693797945057,-0.000662609395586955,-0.0012188646272171422,-0.0002341321882789904,-0.004425863496343374,0.05548550293277349,0.0011497726775388073
0.014421633834363757,-0.002824766332320805,0.05061603297229199,0.003919366338180896,0.002576285864041439,-0.003982849720184744,-0.0009546923985974676,0.0016212679096387905,0.0038802996415631006,-0.0016985874133614298,0.0720850547096531,1.0824730521219461e-05
0.00824569847190466,-0.00416970815117852,0.04016297009318302,0.002780518456129055,0.0007767483522506779,-0.0020639313359804732,-0.0023324509685958674,-0.0026412786267196453,0.000574071845880253,-0.003054987366141293,0.05622615275605285,0.0028547841548683507
0.009854188597235868,-0.005053753947502515,0.03912961390879142,-0.0027791775612075686,0.0025341437739820893,-0.004596556759142989,-0.0006633841556589748,-0.0037315358755815485,0.0018603008591123404,-0.002836089510679529,0.0666381880539237,0.000524567897042294
-0.0013105820358577437,-0.004000279277259855,0.04239483925021405,0.0015417207153907264,-0.0009100396500215213,-0.0012648320110535184,-0.0019281155031951823,0.005170579610555193,-0.0010467385193160816,-0.00354039047370569,0.07729402383410929,-0.0025910315252580586
0.001829052301034939,-0.0026130173379414366,0.037535482465798055,-0.0025886044441040144,0.0015484236929528383,-0.004447694178242834,-0.00022055374187430755,-0.0024931069476223588,0.0014968454711688616,-0.001432462447225058,0.07273666146496512,0.001508154385225924
0.004958355897082489,-0.0031314754230422626,0.03528179698443891,-0.0004757407995846119,-0.0020042576489244235,-0.0069839465451729255,-0.00016932135701738237,-0.005994721947478998,0.0006990659726729409,-0.0016151914823151815,0.05930185895456376,-0.0005342200700258814
0.010640194736815345,-0.004702197148133258,0.05046789233516304,0.0037283858922639523,0.0007209789747320339,-0.0031450148290965486,-0.00022548874972655453,-0.000165460159838815,0.0008831324749584146,-0.0020324510487198188,0.08087364490545498,0.0025414222706068744
0.010944635183931772,-0.0035627873215581586,0.04285773352485556,0.0022855558992609937,-0.0008894143157726631,0.002124303613705114,-0.001667958114221091,0.004556717007598654,0.002328433999883661,-0.00300851130297356,0.06366341303555517,-0.004335971357428736
0.013781038424695257,0.0011670728125318553,0.04677981186910248,0.0004377076546810965,0.001655628650331309,-0.008037112531678626,-0.0013716463446133865,0.0010410224543805802,0.003240114124282134,-0.0019199063625910506,0.06443638220712113,0.0015389508890683134
0.00916280249917838,-0.0020298586761983485,0.04025761495011353,-5.96015550894391e-06,-0.0008967479688640978,-0.006030485343977554,-0.0005537835918621337,-0.00016960899676956575,0.00017948582589879524,-0.0018936265502789928,0.06333942404462968,0.00039532860040227826
0.009496542278828946,-0.0003069059470873103,0.04378406824996015,0.0004947188680368586,-0.0007837608612035307,-0.003067771978698464,-3.1221685230697906e-05,0.002671546262007851,0.0029121463621103573,-0.003667743331997586,0.07264207878486487,-0.0003619462375455629
0.01342649728322789,-0.0017212850263266244,0.030467914867846967,0.0009275104335365713,0.0016320513349880384,-0.003145430271554872,-0.0015756207743985785,0.0006985766958606754,-0.0007975213373278111,-0.003096034414995541,0.08411441487319947,0.00202966504103832
0.007443889937955206,-0.003875910439708674,0.051568923657944396,-0.001246021041273293,-0.0017562719179929909,-0.0038956029134070815,-0.0017349608848125308,-0.0016451308335581395,-0.0003563528459671117,-0.0040700026975991396,0.07108659293229024,0.0008021985432964506
0.01122831982856759,-0.0015477466014866437,0.040488599075872225,0.0004951282394696111,0.0020785341190651453,-0.0013567267126498473,-0.0007381303154088137,0.00042406080492867203,0.0020215294984263,-0.001605169758253533,0.08648295720886627,-0.0003161621911203394
0.0019601672658492,-0.00667662924384369,0.04714336554969367,0.004778741815473708,-0.0011534950851652347,-0.006853418306317982,-0.002478012581186251,-0.0028981543419591914,0.0009836260046330759,-0.0029727912900494257,0.06653793303434617,0.0009826374357841839
0.013401381659941248,0.004366309330478224,0.030230296650516752,0.0017869058704802043,0.0037218146020491895,0.0033215920729247174,-0.00032449664781771805,0.005332001757440219,0.0003316943553477891,-0.000730867218790876,0.06019982635530578,0.0006294245282876809
0.01046186886050331,-0.007204281858743522,0.04740759139387583,0.0012089677921589992,0.0018449916246891073,-0.006124124227214811,-0.0009801234033144034,0.0026089169041942804,0.0017983443237201025,-0.001111356800358676,0.07232406546373168,0.003022835974156146
0.0055666193438621,-0.006530967473396676,0.051311000519943584,-0.0017315101206801463,-0.0008876879890237111,-0.006404695468642907,-0.0021934330148737245,-0.0030818217364432686,0.0010087745729385645,-0.004786213507600823,0.07320959330884508,0.0026939662723411304
