HCPCSCode_Evaluation_and_Management_Services,HCPCSCode_Medicine_Services_and_Procedures,HCPCSCode_Pathology_and_Laboratory_Procedures,HCPCSCode_Surgery,RevCode_Emergency_Room,RevCode_Pharmacy,RevCode_Physical_Therapy,RevCode_Radiology_Diagnostic,admission_source_code,admission_type_code,ccsr_category_1_code_OtherDiagnosisInformation_HI_1,ccsr_category_1_code_OtherDiagnosisInformation_HI_2,ccsr_category_1_code_OtherDiagnosisInformation_HI_3,ccsr_category_1_code_OtherDiagnosisInformation_HI_4,ccsr_category_1_code_Patient’SReasonForVisit_1,ccsr_category_1_code_PrincipalDiagnosis_1,claim_creation_hour,claim_creation_weekday,claim_freq_type_code,facility_city,facility_name,facility_state,other_hcpcscodes,other_ndccodes,other_revcodes,payer_name,subscriber_city,subscriber_gender,subscriber_pat_gender,subscriber_state,noise
-0.0006474921823931057,-0.0007263137724420222,-0.0017511303423710322,0.001324814259641094,0.001188167520340766,-0.001370136673919098,-0.0010108189427306292,0.002208771212180982,-0.005984868972696411,-0.001103366361391489,0.0035024645336819817,-0.0017211645482231308,0.0015873716940798754,0.0005526344757481594,-0.004700552702425353,-0.002603015061718628,-0.0010787006396779319,0.04790552009339004,0.030723976304599287,-0.0018243800613992555,-0.004366512239769793,-0.0037421908868651597,-0.0011589491723053014,-0.0019021824067492644,0.0029032845500171155,0.0018672562884000765,-0.0010088484029793898,0.001132924457659945,-0.00048359763480864125,-9.241151936723035e-06,-0.0023371280945967297
0.004162638832507381,4.628967112433324e-05,0.0007415838952831488,0.000889944481599525,-0.0005758464292702104,-0.0008701582026172993,0.0008703772389160536,-0.0006996019380331342,-0.008908790364739206,-0.0006191426043123504,0.0007480089600449214,0.004330055576810221,-0.0010153792686523721,0.00012477767815685103,-0.0010588214678936224,0.0016445245306052404,0.005915002234170274,0.03227791909675274,0.028500200053152847,-0.002865724907931688,-0.004980301335537274,-0.0022700921996792857,0.0061128650239917984,-0.0007999935749351983,-0.00032154528648483673,0.0028693025008104667,0.00021392545172590482,-0.0007758265699791322,-0.0009580647704937384,0.000513056023644265,-0.001005303598912366
0.006534359546729896,-0.001983366662016162,-0.0014815762141716538,0.00183586786339891,-0.0014863042366181412,-0.003951696662481208,6.665736563891134e-05,-0.0032217210001705297,-0.0072946410578368925,0.0005541862375792794,0.002313708164752204,0.0030443814041451467,0.0004927219457750209,-0.0007697375559999498,-0.0019023702119083997,-0.0013102822861926322,0.00959912570339021,0.05483769706552575,0.04606496767892854,-0.0046150924677176965,-0.005063402005921635,-0.005875691763939905,0.005187803252259404,0.0010239656482041392,0.002934086716582196,0.0019530608132198534,0.0028774279557891025,-0.0004955122541040802,0.0010146646204405529,0.0012843169170193348,0.00010432652808135545
0.004970445093212894,-0.0009172350507902105,0.00026448078330515434,-0.000876878310013407,0.0002991523482979264,-0.004381588998624342,-0.000544015271503151,1.7616037640943994e-06,-0.007777880982846752,-0.0016525444764913689,-0.0037805618234840743,0.0038644782209723894,-0.0015276307550393664,-0.0005698788176755843,-0.003300684943572607,-0.0018644974384679712,-0.002993845597031519,0.050628812470873516,0.03356623870371589,-0.0005599497782781237,-0.0018202971985695426,-0.0035529145734276126,-0.0018079659722210818,0.0011990916530409622,0.0009263633612040523,-0.0014758235897961215,0.0007757462393763514,0.0005814093150404264,0.002398583670573706,-0.0002813761648604696,-0.00010353425758806712
0.002124538753106331,-0.001279442403755282,-0.0036534100892790635,0.00015186632416550606,-0.00017922736438718,-0.006369516286931176,-0.0001812355141282418,-0.00732857513408588,-0.009460058738379984,0.002168969066126636,-0.002615447691882933,0.002891902972898275,-0.0007694560424389319,-0.000232359659618675,-0.0005298168400090786,-0.0043257218879954925,-0.009071314417678467,0.04123158150159393,0.04065423845104712,-0.004050856392191682,-0.0014262046806624018,-0.00517709370528735,0.0028135014600921384,0.002383004359358365,0.0008312066469755907,-0.00329570841665765,1.388970237542475e-05,-0.0014646942173655252,-0.0017322801703580693,0.0011238944717310462,0.00241831432563816
0.006889165489858851,0.0003503106416284707,0.004325169513769533,0.0011859134621665878,-0.0005047109922360459,0.0018517946665368213,-0.0014273718566166992,-0.0020702711626465198,-0.007252600161289003,0.0012267701703273404,-0.0022501475711043327,4.7626569687420076e-05,0.0009518187767453834,0.0018694319373562251,0.0003012588379354364,0.001873351330871631,-0.0009335876584236624,0.04903897658696836,0.052977610761466884,-0.0025755166176346656,-0.002327763439659758,-0.0023156489506120925,0.0034696728019031784,0.0016083765753289625,-0.003003561897319018,0.0009271147206481811,-0.0014133570555615593,-0.0023704610750777677,-0.00233186098742586,0.0004123083208724121,-0.0006277561947202193
-0.0004589334550077595,-0.0006425929273885412,-0.0005289536288529351,0.0003323805998203144,-0.0010153642627363623,-0.002390729788131618,-0.00016988501195223105,-0.004052345819307812,-0.006806233517279792,0.00535302794206689,0.002070545325148998,-0.00034113312155101825,0.0008911071509537071,0.0008456227347469092,0.004541339164521563,-0.0039861279704767605,0.014973771131600588,0.054480214996369826,0.045810124802350805,-0.0009469224124819986,-0.004535312838084116,-0.003962381374633772,-0.0025893115926433285,-0.0009318565963882363,-0.000400535482149178,-0.0014179802623461302,0.0023405104011524403,0.00014169041326248522,-0.000687646891706939,0.0008319917582811587,0.00113223195043487
0.0009404378889434461,-0.0006132983966638195,0.001319136132341503,4.2782793481399575e-05,-0.00039123532573684947,-0.002002328763044381,0.0013383335396728647,0.001714994507190859,-0.0064720336871401775,0.0023809486496779277,-0.00469153292472887,-0.0018965471308102998,-0.0025795830479840576,-0.0027344160148689233,-0.0023202221570989947,-0.00258068004268871,0.0027598819633698145,0.05544587349770497,0.032927079627711395,-0.0027919298800984315,-0.011671945300709719,-0.007346808607333821,-0.004353580198932094,0.00045666322419285477,-0.00019902618212929156,-0.00023076067179949032,-0.0022613762268709923,-0.0014596298113011773,-0.003470264391395128,-6.613310933740734e-05,0.0008195334011381172
-0.0033204741842091214,-0.0017469437924369836,-0.002458294151185025,0.0024688825868363516,-0.0011408113851598344,-0.004955980244792724,-0.00021162062301461894,-0.0038898802692275856,-0.011693335209140066,0.0013450275077192431,-0.0010535123247909727,-0.002441411890146794,0.0009762093400369154,0.0009487386433474687,-0.001968560491066418,-0.006147660548081057,0.003564970789245747,0.036913804210199,0.045989278283340665,-0.0010064197018947562,-0.006589857315276182,-0.005641192716933308,0.005348196633914148,-0.0019012535819270648,-0.002138197596499103,-0.000520018066981065,-0.002245933078124829,-0.0003976957194582242,0.0007008359681014431,0.0014639437850325955,0.00015238461937171487
0.00413734237353649,0.0003586555650395562,0.0010133187315800706,0.00035720612629445145,-0.0007585396099399344,-0.0053038989902243205,-0.0014425136488814938,0.0012573075870066063,-0.006860435153721011,-0.0009579984861417312,-0.002838484209170078,-0.0012115697421609451,0.002183418420755978,-0.00018882965873766587,-0.004395261945790962,-0.0014515323788510503,0.0023684634338814623,0.04801885880856136,0.05192896139661477,-0.005655790507786684,-0.0033954713091652764,-0.005097112395922221,0.0005827548999082222,0.00024108997793632626,-0.0014672346319230755,-0.002841624659784503,-0.0011226708324609703,0.0018243602338428033,5.6367062309770066e-05,0.002969497366852958,0.0013898507078092925
