HCPCSCode_Evaluation_and_Management_Services,HCPCSCode_Medicine_Services_and_Procedures,HCPCSCode_Pathology_and_Laboratory_Procedures,HCPCSCode_Surgery,RevCode_Emergency_Room,RevCode_Pharmacy,RevCode_Physical_Therapy,RevCode_Radiology_Diagnostic,admission_source_code,admission_type_code,ccsr_category_1_code_OtherDiagnosisInformation_HI_1,ccsr_category_1_code_OtherDiagnosisInformation_HI_2,ccsr_category_1_code_OtherDiagnosisInformation_HI_3,ccsr_category_1_code_OtherDiagnosisInformation_HI_4,ccsr_category_1_code_Patient’SReasonForVisit_1,ccsr_category_1_code_PrincipalDiagnosis_1,claim_creation_dayofmonth,claim_creation_hour,claim_creation_month,claim_creation_quarter,claim_creation_weekday,claim_freq_type_code,facility_city,facility_name,facility_state,other_hcpcscodes,other_ndccodes,other_revcodes,payer_name,subscriber_city,subscriber_gender,subscriber_pat_gender,subscriber_state,noise
-0.0017386955570444563,0.001353556960150215,0.00028661160933298737,0.0005580024978289911,0.0006909120065666019,0.0010286217501382256,-0.00026867290263227206,0.00010803993808423673,-0.005673795490589684,0.0005275610561548793,0.0020770847970819186,-0.001514597622577818,-0.00010124497342492989,-0.0013458107004385767,-0.0015656278071698114,0.0004261801834368195,-0.0011588132730122268,-0.006392227104026882,-0.014837620729534618,-0.0028942472470201096,0.02277577024321894,0.024240492825196767,-0.00290783717633889,-0.004442140196428879,-0.002320616330474512,-0.0016515841101110817,-0.00036081262341358666,0.000699201863451071,0.0017389673556307272,0.0020830643659821902,-0.0001512559133180491,0.000641444663846269,-4.308007594056029e-05,-0.0010481232987107792
0.003407401674605537,-0.0006723684248953532,-0.0012739151132125203,-0.0013515269750502767,-0.0009337517413385177,-0.002885365162714737,0.0007032525430114567,-0.0005848269175167231,-0.0007101886924700818,-0.0018025957261637137,0.0019712536761592125,0.0008363536005186912,7.534848675125883e-05,0.00038353255901570906,0.00235748768285885,-0.0017149812066855508,-0.006834516616093578,0.0023318604359114704,-0.010457011936018001,-0.005386978730115133,0.026138842729017075,0.020918988694806507,-0.0023764708287456913,-0.0033692893586324767,-0.001010414445881924,0.000566500880525933,4.767690101606936e-05,0.0007326764191362245,0.0022982748701115053,0.0006227201971911178,-2.8547730929939787e-05,0.00024816812642195483,-0.0018140586257954338,-0.00011922875858983994
0.003294656559549869,-5.766637213407977e-05,0.0026857492752949464,0.0009753677781395131,-0.0005210125718891567,-0.004176238974406643,0.0006895161915391968,0.001839820800198444,0.00044063619029905966,-0.0004569904974499273,0.0009464570835077569,-0.001034506813002789,-0.0002519803438279622,0.0005333364336759683,-0.0038078407664046575,-0.0004264521229595419,-0.0004547427490737332,-0.010738424095862564,-0.010992652188066753,-0.004111364305755738,0.03391852299679119,0.03631470027438035,0.0015735013719016312,-0.000496442356880411,0.0013789548745136604,0.00699328775829734,0.0006626207195895573,0.0008465485436141229,0.0032160628749477007,0.00261304624160974,0.00015788494628662386,-0.001133562758684792,-0.000575191058611968,-0.0019042304174610946
0.007514200928525316,-0.00022132149108552434,0.0022554133282940425,0.0014026369606889855,-0.0005520225613398821,-0.0025927604491128966,0.0006046304555667126,0.0007895187778953594,1.4653340401071802e-05,-0.0008808018820334218,-0.0003444736087734435,0.002337728267814998,-3.371069021240736e-05,1.753596474227681e-05,0.000724499584421634,0.0018623354702120508,0.0046135601851925775,-0.005344865965975454,-0.005971676614389754,0.0014163294263096927,0.02846991901427056,0.03153895306286843,0.00045937821792957356,0.0013723694051063883,0.0010892316364818245,0.003061266977456256,0.0009374934940769685,0.00368343339776529,0.001405839876623649,-0.0010743380773856725,-0.0004404810139150839,-2.7625149936516545e-05,0.0013960709830229123,0.0006499517160422519
-0.0006365834679072924,-0.0005234576991624662,-0.0004536744956616046,0.00023361475320673452,-0.00032699371616482507,-0.0046563972120188145,3.8489536703079084e-05,-0.0031089504907416245,0.0007458602829817473,0.002211976939747118,0.0007892028482256897,0.0013965007990762168,-0.0017957879059182114,-0.001493394024081085,-0.0026443985173161266,-0.0037460359960841405,0.0019097504037217327,-0.004566950875636977,-0.009960924752955758,-0.004723837574155143,0.029189627906587544,0.03349920092374883,0.004128755867562483,5.120781839628164e-05,-0.0017522779948625055,-0.0033335285701137527,-0.00021252918092595774,0.0008204965150234389,-0.005418155347117093,-0.001175939019186245,-0.0029375883795068614,-0.000669383247010813,0.0011869838427618572,-0.0021275509777179402
0.004099982540883484,-0.0012391221983759082,0.0027172680164424977,0.00016841515166275965,-0.00019359428576176674,0.001898233541219585,0.001407953043290333,-0.0012631136374703256,-0.005927429459824374,-0.0015816534377237513,-1.3658492553303426e-06,-0.001732193779566149,0.001872460559618161,0.0011876356199233885,-0.0017896782177923565,-0.002163920913764972,-0.005806343954097936,-0.00992176653004213,-0.015364497658459254,-0.005227758332571187,0.03048177660169584,0.0419404204677856,-5.700936022390301e-06,0.0019184837410493039,-0.0009530064717500397,0.0021174226543320906,-0.0014155542913201757,0.0004354683734636211,-0.0001650302208993537,0.00044384162324655473,7.304324278746277e-05,-8.111956881916571e-05,0.0020670643861339212,0.002484954873528333
-3.4149183145826265e-05,0.00028503089209716006,-0.0001552496477468801,0.0003428549291045524,0.0008277589813786235,-0.0023545000875252464,0.0002338071173784817,0.00033338498755990375,-0.004196045008049498,0.003169130286307864,0.0008596841631010709,-0.0017373755635332945,0.00413836445500484,0.0011227620088902434,0.001124340332481033,0.004436237161772383,-0.001425656654355767,0.00700976551850796,-0.012831125115145925,-0.0055457986460853755,0.04154348568460502,0.04468205388683705,1.0617813246982521e-05,-0.0016057290276666248,0.001241279762160963,-0.0032241563860407664,-0.00039680489911644303,0.001082873467232548,-0.002262096415483661,0.004527062510223212,-0.0012074892889222034,0.00030483167896321327,6.155462004009404e-05,-0.0013161066487598848
-0.0027406061992738206,-0.000866939243731879,0.0011320985351986113,0.0009979517541728656,0.0010667489935073271,-0.005718163254751973,0.0007332626032937939,0.0016061569611366066,-0.007673321245496467,-2.8051721733224345e-05,-0.004482790503787015,-1.661163409901745e-05,-0.001415436596056785,0.00046575260888843674,-0.0004345666165706197,-0.003685745494094295,-0.0004110595871852363,-0.001094487288182111,-0.017160758305425274,-0.006455813836864377,0.03913998749426033,0.028483780933291746,-0.0018730401014250165,-0.002935244402584547,-0.005972039172113808,-0.0028358880250491047,-0.00035965754959592643,-0.0011352328057833705,-0.0014906590900899519,0.00020858570741267847,0.0014265632566324848,-0.00102051850238285,-0.0014038397948933578,1.5671352923241067e-06
-0.0025207881350284176,-0.0016073689588531393,-0.0020701502373141945,0.000744004205756299,-0.00013357718821495058,-0.0059006464128897205,0.000291441137923687,-0.0008729906036888835,-0.006845090445973023,-0.00014838618912571544,-0.0014841580712756763,-0.0006558906503372319,0.0035186186163950863,0.0014058184564578857,-0.0027695793503290655,-0.0005929523964665173,-0.003837900676030859,-0.008792103840714327,-0.01754733326916096,-0.004174361176723174,0.03292100138464162,0.035376778005671884,-0.004214641659200424,-0.00674831362502123,-0.002492354853279788,-0.0036678933455754127,-0.0014681643502920782,-0.0023504846245547494,0.002388099486868167,-0.0009600675290441174,-0.0005704427150821755,8.544793525508965e-05,0.00027248561675788927,-0.000647967834849994
0.0018911149404924666,-0.00039384471679577705,0.0032411866071859973,0.0015314125585814686,-0.0006874365870549126,0.0026566601710337643,-0.00021242330053308222,0.000964601484869465,-0.0073457555602081,4.0423236113551476e-05,-0.0018728359074291934,-0.0018749295411721323,-0.0010899779363213401,-0.00015871354258935045,-0.004460003543072499,0.0010375565683732213,0.005766914144911639,-0.008449261591483782,-0.015322339072037106,-0.006541719678546709,0.03177048942714959,0.04195883593963893,-0.0013609424572818218,-0.004402670188265989,-0.0029976808980078486,-0.003216707197268631,0.00038377916995473437,0.0005317024463304843,-0.0030529206190714198,-0.0024753998035205505,0.0005172885832541274,0.0002497866104069546,-0.00024503567229802183,-0.0014564443657094973
