total_claim_charge_amount,units_sum_quantity,days_taken_for_claim_filing,patient_age,LOS,count_of_lineitems,count_of_total_dx_codes,units_median_quantity,count_of_ExternalCauseOfInjury_HI,count_of_holidays,days_sum_quantity,count_of_total_pcs_codes,count_of_other_subscribers,noise
0.007846970120078178,-0.0012845573862049764,0.028539514102206086,0.013795029321418583,-0.0009215302987992224,0.008349623010332308,-0.0029042166992460316,-0.0002792516056967509,-0.008740575258307737,0.00013962580284835325,0.0005026528902541294,-2.792516056967509e-05,-0.00016755096341803944,-0.004551801172856762
-0.006234234234234237,0.009261261261261245,0.010954954954954948,0.02454054054054053,0.0011171171171171057,0.0041081081081080885,0.009333333333333338,0.006054054054054047,0.0029189189189189114,0.023387387387387375,0.0,0.0,-0.004468468468468467,-0.012702702702702717
-0.005683269476372921,9.578544061304984e-05,0.011749680715197951,-0.0013090676883780405,0.0053001277139208105,-0.0012771392081736943,-0.00622605363984674,0.001532567049808442,0.0120051085568327,0.015229885057471271,0.0,0.0005427841634738195,-0.0037994891443167257,-0.005938697318007646
0.0026488513830286,-0.0161978434130333,0.0015705578996718262,0.021800281293952155,0.004195968120018756,-0.00872011251758088,0.005930614158462255,2.3441162681658856e-05,0.007594936708860767,-0.001500234411626844,0.0,-0.00011720581340833869,0.0005860290670417045,-0.01556493202062822
-0.0018362100624311206,0.009511568123393332,0.006867425633492496,0.0563716489166361,0.0024605214836577517,0.0020565552699228886,0.012229159015791446,0.0030481087036357104,0.027726771942710247,-0.009327947117150192,-3.672420124861686e-05,-0.000403966213734841,0.005104663973558588,0.0031950055086302
0.011236933797909377,-0.0031649245063879563,0.023577235772357697,-0.004181184668989568,-0.0068815331010453114,0.006968641114982565,2.903600464573275e-05,0.0022938443670150856,0.023025551684088253,-0.003135888501742201,-0.0005226480836237113,0.00026132404181181677,0.0029907084785133486,-0.0025842044134727236
-0.009305289993626509,0.01647546207775654,-0.004541108986615694,-0.009464627151051641,0.0035691523263225,0.0029636711281070703,0.004365838113448051,0.012587635436583833,0.014850223072020375,0.012077756532823457,-0.00031867431485022024,-0.00035054174633524225,0.0009878903760356828,-0.03250478011472274
0.009445783132530128,0.022698795180722885,0.004216867469879526,0.01074698795180723,0.002313253012048211,0.005277108433734945,-0.006168674698795185,0.01643373493975906,-0.009108433734939757,0.013204819277108436,0.00028915662650600413,0.00014457831325301874,-0.0025060240963855284,0.004048192771084325
0.0006793159990630237,0.0056219255094870245,-0.00014054813773715092,0.009627547434996508,-0.0035839775122979423,-0.0014054813773717312,0.007683298196298927,0.0056453501991099,-0.0028109627547434624,0.007659873506676062,-0.00023424689622859597,-0.00023424689622859597,-0.0018973998594518427,-0.004146170063246646
0.007821442197634476,0.0032430370087752625,-0.005341472720335749,0.010568485310949994,0.008393742846241881,0.008279282716520408,-0.002594429607020243,0.00030522701259061424,-0.016634872186188497,0.005951926745516945,-0.0006867607783288987,0.00011446012972146091,-0.003014116749332341,-0.003700877527661206
0.012144549763033207,0.0054206161137441145,0.030065165876777288,0.029798578199052194,-0.006368483412322235,0.001244075829383895,0.014869668246445523,0.0012144549763033474,0.0007997630331753825,0.003317535545023731,5.924170616113944e-05,0.00011848341232230108,0.01430687203791473,0.004828199052132743
0.010579417699625272,0.005650043240126856,0.0029115018737388533,0.06589795330066303,-0.0007783222830786696,0.007812049582012126,0.018103199769386014,-0.004987027961948676,0.042115883539925056,0.0026520611127126116,-8.648025367538059e-05,-0.001729605073508178,0.009484001153070066,0.0063995387719804064
0.0044198895027623974,0.0022424439389014837,0.006402339941501423,0.026681832954176088,-0.003867403314917173,0.004322391940201453,0.0062398440038998635,-0.0031524211894703004,0.013097172570685678,-0.003704907377315614,0.0008449788755280574,0.00038999025024372136,0.010497237569060736,-0.004842378940526526
-0.012054329371816597,0.00010186757215623344,0.021460101867572225,0.043803056027164736,0.00118845500848902,0.00937181663837019,-0.01687606112054323,0.00264855687606117,0.015280135823429585,0.010322580645161328,-0.00020373514431236693,0.000950764006791216,-0.0019354838709676804,0.012020373514431304
0.0033720600736753315,0.0008217625389629446,0.03219042221592525,0.0026636440918107575,-0.002210257863417353,-0.008047605553981253,0.0013034854066308222,-0.002635307452536062,0.0020685746670445647,0.024681212808161,4.4408920985006264e-17,0.0002833663927458541,0.0025786341739870377,-0.01654859733635585
0.01562994797557109,-0.002420266907939428,0.0024655055417326156,-0.007667948427957527,-0.002035738520696717,-0.010337027821759825,0.012712056095905876,0.003347658900701178,-0.015901379778330737,0.0032571816331146363,0.00015833521827637309,0.0003392897534494121,0.008934630174168711,-0.001425016964487713
0.011900714042842587,0.015300918055083346,-0.01241074464467864,0.007242434546072785,-0.007786467188031243,0.009452567154029267,-0.011016660999659932,-0.003400204012240682,-0.002890173410404595,0.0004420265215913322,-0.0003060183611016232,-0.0020741244474668076,0.008500510030601871,-0.02016320979258752
0.013837011884550022,-0.012139219015280178,-0.004301075268817267,-0.03225806451612908,-0.005036785512167574,-8.488964346353711e-05,0.006960950764006757,0.005121675155630967,0.015166949632144832,0.01553480475381997,-0.0003112620260328658,-0.0007640067911715009,-0.0003395585738540263,-0.0020373514431239804
0.00093273035613336,-0.0031091011871113962,0.012690785754663602,0.03106274731486709,0.0011023176936121536,-0.0038722442057660287,-0.0018371961560203931,0.005539853024307461,0.0049180327868851735,0.0033069530808365723,0.0006500847936686705,-0.00036743923120412524,0.0011305822498586138,0.005257207461842795
0.014071778982700688,0.010766847405112256,-0.02383165504776663,0.017479989672088758,-0.001110250451846162,-0.002117221791892643,-0.009320939839917431,-0.0015750064549445385,0.002581977794990886,0.0010327911179963457,0.0004647560030983433,0.0008004131164471628,0.0012135295636456877,-0.003150012909889033
0.00550126673905178,-0.005320304017372379,-0.008541440463264516,0.05009048136083969,0.005066956207021356,-0.004379297864639853,0.03514296055012669,-0.0009048136083966485,0.0303293521534564,0.01574375678610207,-7.238508867173366e-05,0.00014477017734346732,0.009518639160332975,-0.00781758957654719
-0.012163860266398596,0.004724805227444106,0.04209600402111084,0.006282985674792674,0.006408645388288536,0.003267152550892205,0.005051520482533323,0.008846443830108065,0.002337270671022884,0.00864538828851471,0.0,0.0,0.011585825584317689,0.003870319175672299
0.015296752519596857,0.009048152295632661,0.0035610302351623767,0.020671892497200427,-0.0053079507278835595,-0.0021276595744680995,0.016147816349384104,0.0020828667413213876,0.024188129899216114,0.00284434490481521,0.0010750279955207055,0.001769316909294516,0.004300111982082855,-2.2396416573366995e-05
-0.007508896797153009,0.01263345195729539,0.00441281138790039,-0.015266903914590712,-0.002740213523131657,0.004377224199288293,-0.013309608540925232,0.014163701067615686,-0.014128113879003529,-0.015551601423487538,0.0008540925266904198,0.0005693950177936169,-0.016583629893238423,-0.01992882562277578
0.011767971135165168,0.003663613655287279,0.009686372467388293,0.025090202608937018,0.0007216208714959982,-0.003053011379406045,-0.0003608104357479713,0.010463502636691657,0.005162364696086608,0.005995004163197359,0.00019428254232584097,-0.00027754648903689506,0.002830974188176538,-0.0024701637524285115
0.014592592592592634,0.022037037037037077,0.008370370370370394,0.03381481481481484,0.002259259259259294,0.018629629629629673,0.010185185185185231,-0.0004444444444444029,0.007222222222222252,0.017000000000000036,-0.0008148148148147793,-0.0005555555555555203,-0.0004444444444444029,-0.00611111111111109
-0.005836909871244611,-0.00321888412017165,0.03793991416309016,0.05298283261802579,-0.0005150214592274493,-0.015321888412017138,0.0199141630901288,-8.58369098712064e-05,0.018090128755364844,0.012188841201716783,0.0005150214592275048,0.0003004291845494,0.009506437768240384,-0.0007081545064377192
0.01406208543380203,0.007057574953568546,0.014592730167153045,0.026824091270894114,0.00764128416025468,-0.003130803926771053,-0.0032369328734412673,-0.004377819050145948,0.0016715309100556852,-0.00031838684001065374,0.0002653223666754578,0.0006898381533562814,0.009074024940302416,0.0018837888033960914
0.011882933709449978,0.003526093088857568,0.03416784203102966,-0.023236953455571176,-0.011142454160789805,-0.002150916784203055,-0.008321579689703757,-0.003949224259520434,-0.0184767277856135,0.01618476727785617,-0.00014104372355429052,2.2204460492503132e-17,-0.00017630465444286038,-0.00334978843441463
-0.00571172248803824,0.0004784688995215669,0.022009569377990444,0.008642344497607691,0.00995813397129187,-0.00571172248803824,0.014563397129186629,0.0008672248803828109,0.015370813397129224,0.007326555023923454,0.0,0.0,0.010346889952153127,0.015430622009569395
-0.01036075036075037,-0.001067821067821051,0.028196248196248202,0.0029725829725829934,0.00277056277056279,-0.00040404040404039553,1.1102230246251566e-17,-0.0038383838383838297,0.007070707070707072,0.00427128427128427,-0.00034632034632033906,0.0002020202020201922,0.00023088023088024823,0.005454545454545467
-0.0015893610120012891,-0.003276029841063893,-0.006649367499189091,0.009503730132987349,-0.004249108011676933,0.004930262731106078,0.007395394096659108,0.007784625364904313,-0.017418099253973408,0.006422315926046062,-0.0005838469023678239,-0.0007784625364904319,0.0033409017191047717,0.00681154719429129
-0.014297319252640184,-0.0061467641483888835,0.024478743568914108,0.034768480909829355,-0.0036826428378012865,0.001272678039534203,-0.0015976171134579388,0.0017600866504196787,0.0202545356079068,0.002274573517465417,-8.123476848097555e-05,0.001272678039534203,0.009991876523151843,-0.0194151096669375
0.0059960681520314085,-0.004095674967234652,0.009829619921362987,0.033027522935779784,0.0023591087811270727,-0.007798165137614721,-0.005504587155963336,-0.0031782437745740853,3.276539973783299e-05,0.003997378768020909,-9.82961992136544e-05,0.0006553079947574702,-0.0021625163826999084,-0.015104849279161248
0.0011848341232227554,-0.01718009478672986,-0.021848341232227474,0.03210900473933649,0.002677725118483398,-0.009715639810426568,0.005473933649289086,0.0015876777251184638,0.005758293838862549,0.022322274881516557,-2.3696682464469097e-05,-0.0002843601895734738,-0.0047630331753554574,-0.0070142180094786896
0.011194524177522624,0.002980790461470528,-0.0125193199381762,0.02890262751159194,-0.013225877677191444,0.003554868624420382,-0.0032236696842570245,-0.0034223890483550566,0.013225877677191434,0.0077942150585117885,-0.0010156767498344156,-0.0005078383749172133,0.007286376683594586,0.0009273570324574654
0.02876712328767118,0.02062622309197648,0.029393346379647734,-0.0014872798434442669,-0.009393346379647782,0.0063796477495107196,0.011272015655577238,-0.005870841487279899,0.005166340508806211,-0.001487279843444289,0.0023091976516633195,0.0033268101761252168,-0.007671232876712375,-0.0005479452054795054
0.008807339449541263,-0.0005198776758409851,0.05171253822629973,0.012477064220183475,0.0005198776758409851,0.0035168195718654595,0.005596330275229366,0.013669724770642211,0.009663608562691139,-0.0016819571865443472,0.0005504587155963359,-3.0581039755350756e-05,-0.00018348623853211565,0.008700305810397557
0.007285003553660274,0.013397299218194741,0.010767590618336875,-0.015955934612651053,0.00490405117270788,0.011442786069651744,0.009203980099502473,0.0009950248756218749,-0.037704335465529495,0.013184079601990067,-3.553660270078085e-05,-7.10732054015617e-05,0.007213930348258702,-0.005152807391613346
0.005505952380952384,0.017142857142857147,0.014434523809523824,-0.004136904761904758,0.011428571428571399,0.0052976190476190285,0.005119047619047623,-0.0030059523809523704,0.0032440476190476073,-0.00044642857142858096,0.001130952380952377,0.0009226190476190443,0.00044642857142856984,-0.005892857142857144
-0.010062721570766302,-0.004363239705481336,0.03059721843468775,-0.0388055631306245,0.0027815653122443386,-0.0061085355876738575,0.0026997545677665546,0.002154349604581396,0.001090809926370334,-0.004035996727570224,-0.0006272157076629481,5.454049631852254e-05,0.022143441505317697,-0.011453504226888466
-0.0014870931537598053,-0.0023288439955106545,0.0009259259259259301,-0.0006172839506172645,-0.003619528619528617,-0.008866442199775514,0.0024691358024691414,0.003619528619528606,-0.0018237934904601683,0.011531986531986537,-0.0002244668911335457,-0.000140291806958448,-0.0026655443322110006,0.002076318742985411
0.010637548432546717,0.006903839380063437,0.011236350827756304,0.029235646354350154,0.013032758013385026,0.009686509334272665,0.011870376893272328,0.0073969707643537054,0.008770693906305072,0.003557590700951063,0.00010567101091937258,-3.5223670306405716e-05,0.006868615709757009,0.012363508277562552
-0.004588910133843249,0.012848948374760954,0.033575525812619446,0.033307839388145265,0.007151051625238958,-0.01311663479923525,0.011013384321223674,0.004244741873804925,-0.005391969407265829,0.003173996175908178,-0.0001529636711281368,7.648183556402399e-05,0.008221797323135683,0.017208413001911987
0.025060474117077867,0.0012578616352200921,0.03402273826802128,0.056410256410256376,0.009119496855345877,-0.0009675858732462794,0.012530237058538896,0.0015965166908562868,0.0021770682148040564,0.02486695694242861,-0.00029027576197391267,0.0002660861151427163,0.010208030962747926,-0.005757135945815206
0.021972534332084893,0.006367041198501866,0.04746150645027049,0.01885143570536829,0.007490636704119857,0.002392842280482721,0.01036204744069913,0.0015397419891801877,0.009446525176862253,-0.02141073657927589,-4.16146483562474e-05,0.00014565126924678262,0.006741573033707848,-0.0011235955056179802
-0.025863596102745766,-0.019486271036315294,-0.006141127841747829,0.010392677886034863,-0.0025981694715087045,-0.012488928255092967,-0.00684971951579566,0.0010924121641570973,0.004635370534396233,0.0001771479185119662,0.0010038382049011197,-0.001121936817242375,-0.006495423678771739,-0.0032772364924711916
0.015186420127311273,-0.000969990906335294,0.010093967869051179,0.021279175507729575,0.00030312215822971835,0.012761442861473116,-0.014519551379205875,0.010518338890572864,-0.004001212488632944,0.0042437102152166895,0.00036374658987567974,0.00012124886329186734,0.0027584116398908344,-0.0002728099424068375
0.019643347050754472,0.014924554183813443,0.012098765432098774,-0.006680384087791491,-0.004499314128943744,0.010480109739369008,0.008230452674897127,-0.003566529492455428,0.008230452674897127,0.004581618655692732,0.00016460905349795495,0.0010425240054869778,-0.0014540466392317986,-0.0038957475994512935
0.011023622047244108,-0.002684323550465284,-0.011560486757337163,0.011989978525411593,0.007587687902648532,-0.01309949892627057,0.008840372226199,-0.002219040801717942,0.02451682176091624,-0.0008231925554760267,0.0,0.0,0.0070150322118826105,-0.0020758768790264948
0.010476978218913701,0.006920319823545606,0.007885304659498205,0.008326440584505091,-0.003005238489109463,-0.0013509787703336108,-0.009567135373586989,2.7570995312919955e-05,-0.005431486076647385,0.0026743865453542903,0.0001929969671905174,0.0007168458781362074,0.0037772263578714884,-0.006506754893851696
0.012615643397813325,0.013036164844407084,0.0015419119708438788,0.021642837118026392,0.012924025791982097,0.009363610877488127,0.026548920661620436,0.006167647883375427,0.009952340902719414,0.027866554527614273,-0.0006447995514437532,-0.001205494813568797,-0.0005887300252312544,-0.0006447995514437532
0.005058572949946716,0.0010383386581469312,0.019116080937167157,0.02947284345047918,-0.00282215122470717,0.0011980830670926036,0.0094249201277955,0.002928647497337555,0.011048988285409966,0.0037273695420659836,-0.00021299254526094825,0.00023961661341848073,0.017225772097976544,0.002050053248136274
0.013433185115843715,0.006482564942663282,-0.001989234729698075,0.020805054996489623,-0.001006318745611945,0.0002808331383103435,0.0024572899602153474,0.010624853732740514,-0.0003276386613620064,0.018652000936110514,-0.00023402761525855852,0.00018722209220692899,0.01104610344020599,0.01647554411420552
0.008741258741258718,-0.0003146853146853368,0.023321678321678297,0.015209790209790176,-0.0025874125874126297,-0.007832167832167858,0.01779720279720277,-0.004160839160839203,0.01545454545454541,0.00034965034965029896,0.0,0.0,0.00730769230769226,-0.005874125874125913
0.014650817236255543,0.004160475482912329,-0.016998514115898977,0.03224368499257056,-0.004933135215453188,-0.006716196136701369,-0.0028528974739970513,-0.026983655274888586,0.0009509658246656616,-0.007429420505200612,-0.0005052005943536386,0.00023774145616641817,-0.002199108469539379,0.0023476968796433684
0.020188346085932916,0.019128899352560347,-0.005826957033549152,0.005179517363154795,-0.004590935844614463,0.0025897586815774145,0.008269570335491482,0.003884638022366116,0.000588581518540321,0.009211300765155995,-2.9429075927001058e-05,-0.000588581518540321,0.0006180105944673442,0.002089464390818141
0.002677800172761313,0.003570400230348414,0.006968039159228367,0.015289375179959697,0.005614742297725339,0.003771955082061651,0.01471350417506483,-0.004002303484019554,-0.016038007486323048,0.012093291102793002,0.0007774258566081715,0.0014684710624820242,0.007774258566081216,-0.007342355312409987
-0.009761904761904805,-0.0017460317460317731,0.04785714285714284,0.024735449735449732,0.016243386243386226,0.00428571428571427,0.001984126984126955,0.0036772486772486458,0.0009788359788359458,0.005767195767195754,0.00010582010582006473,-4.4408920985006264e-17,0.007989417989417946,-0.010687830687830713
0.0019356675206375963,0.003928266438941041,-0.0008539709649872162,0.02359806433247933,-0.004412183319100515,-0.002675775690293214,-0.0064047822374039606,0.004241389126103024,0.001992598918303401,0.012325647594648414,-2.8465698832935705e-05,5.693139766577149e-05,0.008255052661542838,-0.025960717335610617
0.009709821428571441,-0.006212797619047594,0.015550595238095271,0.03303571428571431,-0.010044642857142839,-0.007589285714285687,-0.0014880952380952107,-0.010230654761904745,0.020275297619047637,-0.020833333333333315,-7.440476190472279e-05,0.0005208333333333482,-0.007440476190476164,-0.006956845238095211
0.0044521538016767835,-0.00708297195721308,0.0007516623301532244,0.02460248626770741,0.015206707140792131,-0.0012142237640936694,0.011795316565481329,0.0023128071697022246,0.014194854004047398,0.0,-0.0008673026886383273,-0.000809482509395798,0.0065047701647874875,-0.004567794160161898
0.013499111900532868,-0.0013854351687389355,-0.008561278863232713,0.02724689165186498,-0.006998223801065728,0.005293072824156297,0.011225577264653641,-0.01417406749555954,-0.017548845470692732,0.015523978685612783,0.0001776198934280493,0.000994671403197156,0.015275310834813472,-0.005328596802841923
-0.007336435806186703,0.00021899808376677488,0.0071174377224199285,0.012592389816589094,0.0071174377224199285,0.0013139885026006049,0.012893512181768407,0.0019436079934300632,0.02838762660826717,-0.01349575691212702,0.00027374760470844084,0.0004927456884752157,0.004598959759102128,-0.010019162332329579
0.012398834574295947,-0.009452897377792114,0.0056652638394302955,0.00751052120427328,0.020492068630624843,-0.008060861120103536,-0.014146973130462892,0.0026222078342506227,0.0030106830689544174,-0.005438653285852968,-0.0011977986403366337,-3.237293622527781e-05,0.00874069278083529,-0.012431207510521148
-0.0035042933395219465,-0.005987468090044107,-0.008006498027384568,0.01341378510095148,0.0008354606637270612,-0.0016477140867951102,0.0019958226966813376,-0.004548619169180807,-0.013576235785565128,0.0,-0.00011603620329544428,0.0,0.015479229519610093,0.017080529125087
0.01711309523809531,0.007589285714285754,0.05059523809523815,0.02295386904761909,0.0024925595238095787,0.010565476190476231,0.012648809523809557,0.005431547619047672,0.01346726190476195,0.008184523809523859,0.0009300595238095677,0.0009300595238095899,0.010751488095238137,0.014174107142857184
-0.0008735868448098483,0.007117163412127425,-0.015596094552929074,0.012255909558067834,-0.003160328879753338,0.0032117163412127446,-0.014619732785200401,-0.002312435765673182,0.007348406988694789,0.014131551901336081,-0.00041109969167524296,-0.0003340184994861439,-0.002158273381294962,-0.015133607399794436
-0.0018499486125385322,0.003973963686193904,0.011887632750942123,0.013120931825967802,-0.007571085988352167,0.008359027064063029,0.008187735525865037,0.010208975676601584,-0.0001370332305584032,0.0104487838300788,0.0009249743062692883,-0.00023980815347721674,0.0020554984583761593,0.00011990407673863057
0.02340374459913582,-0.006769083053288572,0.023547767642822803,0.0379500720115218,0.0029284685549687437,-0.0015122419587134228,0.012626020163226092,-0.0005520883341335158,0.0023043686989917987,0.022371579452712377,0.0001440230436869472,0.00038406144983194057,0.0024243879020642845,-0.009817570811329845
-0.003488123261288267,-0.001283971752621449,0.018596190883800535,-0.0022897496255082418,-0.004108709608388638,-0.0059276695912690025,-0.007447036165204368,-0.00233254868392897,-0.013588701048576934,0.007554033811256133,0.00014979670447248238,6.419858763104803e-05,-0.001840359512090739,-0.012112133533062275
0.0068582375478927204,-0.0034865900383141747,0.024674329501915716,0.02754789272030652,0.0007279693486590188,-0.006015325670498095,0.013256704980842925,-0.0001532567049808531,0.014444444444444449,-0.005478927203065131,0.00022988505747127962,-0.0013409961685823756,-0.0023754789272030672,-0.01639846743295017
0.016383495145631054,0.006262135922330103,0.03230582524271843,0.03405339805825243,0.005898058252427185,0.0025000000000000135,0.01516990291262138,0.0021601941747572684,0.021310679611650486,-0.005048543689320384,-7.281553398059692e-05,-1.1102230246251566e-17,0.00036407766990289583,-0.00832524271844659
0.03965206958608276,-0.0006898620275945011,0.0026094781043790928,-0.015866826634673092,0.0013197360527894108,-4.4408920985006264e-17,0.005068986202759429,-0.001109778044391152,-0.023065386922615505,0.027054589082183545,0.00014997000599878963,0.0008698260347930198,0.0033593281343730964,0.0019496100779843651
0.004095630021555924,-0.01033705663335296,-0.002674897119341585,0.006799921614736426,0.005016656868508718,-0.0001371742112483032,0.0010973936899862703,-0.015108759553204,0.013403880070546725,-0.0005976876347246862,-0.00047031158142271103,-0.00029394473838920685,0.0024005486968449842,-0.016990005878894775
0.007114252061248483,0.0045936395759716975,0.00918727915194345,0.03627797408716134,0.008433451118963464,0.0018610129564192945,0.008480565371024717,0.0044287396937573555,-0.009022379269729108,0.0026383981154298962,0.0017196702002355458,0.0014605418138986636,0.0031330977620730115,-0.0006595995288575018
0.008640049906425463,0.011759201497192806,0.02236431690580164,0.021459762944479134,-0.0072364316905801475,0.002963194011228976,0.009295071740486615,-0.010355583281347457,0.0028696194635059458,-0.00018714909544601533,1.1102230246251566e-17,-0.00018714909544600422,0.00489706799750469,-0.004959451029320017
0.02442232492001418,0.0137575542125844,0.015961606825453212,0.023462495556345508,-0.0035193743334518634,0.016850337717739028,0.0063277639530749715,-0.001564166370423059,0.0009242801279772062,0.009136153572698157,0.0,0.0,0.011233558478492667,-0.01621045147529331
-0.01018447348193698,0.004189085318985403,0.00495772482705612,-0.024135280553420423,0.004112221368178337,-0.004458109146810135,-0.012759415833973841,0.004880860876249049,0.03431975403535743,-0.007801691006917744,-0.0005380476556494651,0.00038431975403537824,0.018063028439661816,-0.007647963105303612
0.010126582278481034,0.015678941311852712,-0.000345224395857302,0.026093210586881486,-0.002963176064441864,0.009867663981588037,-0.002704257767548901,0.0012370540851553535,0.0028481012658228113,0.010385500575374008,2.8768699654779794e-05,0.00020138089758343637,-0.0010069044879171263,-0.0015822784810126667
0.014682422451994082,0.009719350073855238,0.025760709010339732,0.021063515509601193,0.004756277695716393,0.002954209748892167,0.007267355982274726,0.00451994091580502,0.008685376661742971,0.011019202363367796,-8.862629246676468e-05,-0.0003840472673559803,-0.0005908419497784312,0.001802067946824215
-0.02617264485612928,0.009223492313756427,-0.045605045329128874,0.00358691367757194,-0.0005518328734725964,-0.004296413086322409,0.0027985810011825095,-0.0004335829720141793,0.008356326369728034,-0.001182499014584143,-0.001182499014584143,-0.0011430823807646762,-0.01564840362633029,-0.0008671659440283753
0.01644571838050881,0.01533500537441781,-0.026513794338946583,0.018487997133643887,0.005195270512361183,0.0041562164098889465,0.00584020064493016,0.01085632389824438,0.015120028663561469,-0.0021855965603726157,-0.0010032246506628483,-0.0003941239699032595,0.00032246506628449414,-0.006950913651021118
